gene_id	gene	product
I6J55_RS10225		UpxZ family transcription anti-terminator antagonist
I6J55_RS10230	upgY	capsular polysaccharide transcription antiterminator UpgY
I6J55_RS10235		SH3 beta-barrel fold-containing protein
I6J55_RS10240		DUF4373 domain-containing protein
I6J55_RS10245		helix-turn-helix transcriptional regulator
I6J55_RS10250		HipA N-terminal domain-containing protein
I6J55_RS10255		type II toxin-antitoxin system HipA family toxin
I6J55_RS10260		AraC family transcriptional regulator
I6J55_RS10265		mechanosensitive ion channel family protein
I6J55_RS10270		DUF4435 domain-containing protein
I6J55_RS10275		AAA family ATPase
I6J55_RS10280		DMT family transporter
I6J55_RS10285	meaB	methylmalonyl Co-A mutase-associated GTPase MeaB
I6J55_RS10290		DUF1573 domain-containing protein
I6J55_RS10295		redoxin family protein
I6J55_RS10300		BF3164 family lipoprotein
I6J55_RS10305		NVEALA domain-containing protein
I6J55_RS10310		alpha-2-macroglobulin family protein
I6J55_RS10315		hypothetical protein
I6J55_RS10320		TonB-dependent receptor
I6J55_RS10325		DUF4249 domain-containing protein
I6J55_RS10330		hypothetical protein
I6J55_RS10335		aminoacyl-histidine dipeptidase
I6J55_RS10340		lysylphosphatidylglycerol synthase transmembrane domain-containing protein
I6J55_RS10345	rsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA
I6J55_RS10350	mgtE	magnesium transporter
I6J55_RS10355		DUF349 domain-containing protein
I6J55_RS10360		
I6J55_RS10365	rsfS	ribosome silencing factor
I6J55_RS10370	ftsH	ATP-dependent zinc metalloprotease FtsH
I6J55_RS10375		phosphatidate cytidylyltransferase
I6J55_RS10380		NigD1/NigD2 family lipoprotein
I6J55_RS10385	lpxB	lipid-A-disaccharide synthase
I6J55_RS10390	surE	5'/3'-nucleotidase SurE
I6J55_RS10395		ParA family protein
I6J55_RS10400		ParB/RepB/Spo0J family partition protein
I6J55_RS10405		DUF5683 domain-containing protein
I6J55_RS10410		lytic transglycosylase domain-containing protein
I6J55_RS10415		RelA/SpoT family protein
I6J55_RS10420		MerR family transcriptional regulator
I6J55_RS10425		M23 family metallopeptidase
I6J55_RS10430	alaS	alanine--tRNA ligase
I6J55_RS10435		helix-turn-helix domain-containing protein
I6J55_RS10440		multidrug effflux MFS transporter
I6J55_RS10445		GH92 family glycosyl hydrolase
I6J55_RS10450		RNA polymerase sigma-70 factor
I6J55_RS10455		FecR family protein
I6J55_RS10460		GH92 family glycosyl hydrolase
I6J55_RS10465		GH92 family glycosyl hydrolase
I6J55_RS10470		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS10475		SusD/RagB family nutrient-binding outer membrane lipoprotein
I6J55_RS10480		ATP-dependent DNA helicase
I6J55_RS10485		hypothetical protein
I6J55_RS10490		DUF3822 family protein
I6J55_RS10495		RsmD family RNA methyltransferase
I6J55_RS10500	cls	cardiolipin synthase
I6J55_RS10505		TonB-dependent receptor
I6J55_RS10510		hypothetical protein
I6J55_RS10515	aroB	3-dehydroquinate synthase
I6J55_RS10520		A1S_2505 family phage non-structural protein
I6J55_RS10525		
I6J55_RS10530		acyltransferase
I6J55_RS10535		family 20 glycosylhydrolase
I6J55_RS10540		sensor histidine kinase
I6J55_RS10545		helix-turn-helix domain-containing protein
I6J55_RS10550	aroA	3-phosphoshikimate 1-carboxyvinyltransferase
I6J55_RS10555		glycoside hydrolase family 2 TIM barrel-domain containing protein
I6J55_RS10560		alpha-L-fucosidase
I6J55_RS10565		discoidin domain-containing protein
I6J55_RS10570		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS10575		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS22120		hypothetical protein
I6J55_RS22125		Kelch repeat-containing protein
I6J55_RS10585		GH92 family glycosyl hydrolase
I6J55_RS10590		hypothetical protein
I6J55_RS10595		M28 family metallopeptidase
I6J55_RS10600		hypothetical protein
I6J55_RS10605		metal ABC transporter permease
I6J55_RS10610	tsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
I6J55_RS10615		immunity 17 family protein
I6J55_RS10620		DUF58 domain-containing protein
I6J55_RS10625		AAA family ATPase
I6J55_RS10630		DUF4350 domain-containing protein
I6J55_RS10635		DUF4129 domain-containing protein
I6J55_RS10640		hypothetical protein
I6J55_RS10645		stage II sporulation protein M
I6J55_RS10650		RDD family protein
I6J55_RS10655		hypothetical protein
I6J55_RS10660	trxA	thioredoxin
I6J55_RS10665	dnaE	DNA polymerase III subunit alpha
I6J55_RS10670		phosphatidylserine decarboxylase family protein
I6J55_RS10675	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase
I6J55_RS10680		DUF4834 family protein
I6J55_RS10685		nucleoside deaminase
I6J55_RS10690		hypothetical protein
I6J55_RS10695		YraN family protein
I6J55_RS10700		MmcQ/YjbR family DNA-binding protein
I6J55_RS10705		biotin--[acetyl-CoA-carboxylase] ligase
I6J55_RS10710		zinc-dependent metalloproteinase lipoprotein
I6J55_RS10715		tetratricopeptide repeat protein
I6J55_RS10720		glycoside hydrolase family 16 protein
I6J55_RS10725		MATE family efflux transporter
I6J55_RS10730	pyrH	UMP kinase
I6J55_RS10735		6-bladed beta-propeller
I6J55_RS10740	frr	ribosome recycling factor
I6J55_RS10745	rsgA	ribosome small subunit-dependent GTPase A
I6J55_RS10750		CPBP family intramembrane glutamic endopeptidase
I6J55_RS10755		efflux RND transporter periplasmic adaptor subunit
I6J55_RS10760		efflux RND transporter permease subunit
I6J55_RS10765		TolC family protein
I6J55_RS10770		amino acid permease
I6J55_RS10775		alpha-N-acetylglucosaminidase
I6J55_RS10780		acyltransferase
I6J55_RS10785		fumarate hydratase
I6J55_RS10790		M1 family metallopeptidase
I6J55_RS10795		DUF4954 family protein
I6J55_RS10800	hflX	GTPase HflX
I6J55_RS10805		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS10810		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS10815		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS10820		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS10825		Tsr0667 family tyrosine-type DNA invertase
I6J55_RS10830		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS10835		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS10840		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS10845		SusD/RagB family nutrient-binding outer membrane lipoprotein
I6J55_RS10850		MarC family protein
I6J55_RS10855		YjjG family noncanonical pyrimidine nucleotidase
I6J55_RS10860		Cbp1 family collagen-binding glycoprotein adhesin
I6J55_RS10865	rsmI	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
I6J55_RS10870		hypothetical protein
I6J55_RS10875		thymidine kinase
I6J55_RS10880		AI-2E family transporter
I6J55_RS10885		
I6J55_RS10890		helix-turn-helix transcriptional regulator
I6J55_RS10895		hypothetical protein
I6J55_RS10900		TonB-dependent receptor
I6J55_RS10905		NHL repeat-containing protein
I6J55_RS10910		DUF4250 domain-containing protein
I6J55_RS10915		glycoside hydrolase family 43 protein
I6J55_RS10920		beta-galactosidase
I6J55_RS10925		glycoside hydrolase family 2 TIM barrel-domain containing protein
I6J55_RS10930		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS10935		TonB-dependent receptor
I6J55_RS10940		glycosyl hydrolase family 95 catalytic domain-containing protein
I6J55_RS10945		FecR family protein
I6J55_RS10950		RNA polymerase sigma-70 factor
I6J55_RS10955		hypothetical protein
I6J55_RS10960		mechanosensitive ion channel family protein
I6J55_RS10965		TonB-dependent receptor
I6J55_RS10970	pnuC	nicotinamide riboside transporter PnuC
I6J55_RS10975		thiamine diphosphokinase
I6J55_RS10980		DMT family transporter
I6J55_RS10985	thrC	threonine synthase
I6J55_RS10990		cofactor-independent phosphoglycerate mutase
I6J55_RS10995	thrA	bifunctional aspartate kinase/homoserine dehydrogenase I
I6J55_RS11000		asparaginase
I6J55_RS11005	radA	DNA repair protein RadA
I6J55_RS11010		GxxExxY protein
I6J55_RS11015		NAD(P)/FAD-dependent oxidoreductase
I6J55_RS11020		response regulator transcription factor
I6J55_RS11025		TonB-dependent receptor
I6J55_RS11030		hypothetical protein
I6J55_RS11035		peptidase U32 family protein
I6J55_RS11040	metA	homoserine O-acetyltransferase MetA
I6J55_RS11045		DUF362 domain-containing protein
I6J55_RS11050		glycoside hydrolase family 78 protein
I6J55_RS11055		pyridoxal phosphate-dependent aminotransferase
I6J55_RS11060		bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
I6J55_RS11065		LptF/LptG family permease
I6J55_RS11070		START-like domain-containing protein
I6J55_RS11075		
I6J55_RS11080		lipocalin-like domain-containing protein
I6J55_RS11085		NigD1/NigD2 family lipoprotein
I6J55_RS11090		glycosyl hydrolase 115 family protein
I6J55_RS11095		hypothetical protein
I6J55_RS11100		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS11105		TonB-dependent receptor
I6J55_RS11110		FecR family protein
I6J55_RS11115		RNA polymerase sigma-70 factor
I6J55_RS11120		sensor histidine kinase
I6J55_RS11125		sensor protein KdpD
I6J55_RS11130		hypothetical protein
I6J55_RS11135		K(+)-transporting ATPase subunit C
I6J55_RS11140	kdpB	potassium-transporting ATPase subunit KdpB
I6J55_RS11145	kdpA	potassium-transporting ATPase subunit KdpA
I6J55_RS22055	kdpF	K(+)-transporting ATPase subunit F
I6J55_RS11155		sigma-54-dependent transcriptional regulator
I6J55_RS11160		amino acid kinase family protein
I6J55_RS11165		hypothetical protein
I6J55_RS11170		FAD-dependent oxidoreductase
I6J55_RS11175		MarR family winged helix-turn-helix transcriptional regulator
I6J55_RS11180		S28 family serine protease
I6J55_RS11185		DUF4136 domain-containing protein
I6J55_RS11190		porin family protein
I6J55_RS11195		arylsulfatase
I6J55_RS11200		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS11205		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS11210		glycoside hydrolase family 3 N-terminal domain-containing protein
I6J55_RS11215		glycoside hydrolase family 3 N-terminal domain-containing protein
I6J55_RS11220		bifunctional metallophosphatase/5'-nucleotidase
I6J55_RS11225		5'-nucleotidase C-terminal domain-containing protein
I6J55_RS11230	rplS	50S ribosomal protein L19
I6J55_RS11235		ROK family protein
I6J55_RS11240		ABC transporter ATP-binding protein
I6J55_RS11245		ABC transporter permease
I6J55_RS11250		ABC transporter permease
I6J55_RS11255		efflux RND transporter periplasmic adaptor subunit
I6J55_RS11260		TolC family protein
I6J55_RS11265		RNA polymerase sigma-70 factor
I6J55_RS11270		FecR family protein
I6J55_RS11275		TonB-dependent receptor
I6J55_RS11280		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS11285		glycoside hydrolase family 31 protein
I6J55_RS11290		alpha-galactosidase
I6J55_RS11295		hypothetical protein
I6J55_RS11300		MutS family DNA mismatch repair protein
I6J55_RS11305		biosynthetic peptidoglycan transglycosylase
I6J55_RS11310		hypothetical protein
I6J55_RS11315		DUF4476 domain-containing protein
I6J55_RS11320		DUF4476 domain-containing protein
I6J55_RS11325		CvfB family protein
I6J55_RS11330		malate dehydrogenase
I6J55_RS11335		potassium channel family protein
I6J55_RS11340	gadC	putative glutamine/gamma-aminobutyrate antiporter GadC
I6J55_RS11345		sensor histidine kinase
I6J55_RS11350		
I6J55_RS11355		
I6J55_RS11360	argR	arginine repressor
I6J55_RS11365		GNAT family N-acetyltransferase
I6J55_RS11370		argininosuccinate synthase
I6J55_RS11375	argC	N-acetyl-gamma-glutamyl-phosphate reductase
I6J55_RS11380		aspartate aminotransferase family protein
I6J55_RS11385	proC	pyrroline-5-carboxylate reductase
I6J55_RS11390		helix-turn-helix domain-containing protein
I6J55_RS11395		AMP-binding protein
I6J55_RS11400		DUF2007-related protein
I6J55_RS11405		glycosyl hydrolase family 95 catalytic domain-containing protein
I6J55_RS11410		
I6J55_RS11415		
I6J55_RS11420	argH	argininosuccinate lyase
I6J55_RS11425		SRPBCC family protein
I6J55_RS11430	pyrE	orotate phosphoribosyltransferase
I6J55_RS11435		regulatory protein RecX
I6J55_RS11440	prmC	peptide chain release factor N(5)-glutamine methyltransferase
I6J55_RS11445	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
I6J55_RS11450		DUF6242 domain-containing protein
I6J55_RS11455		isoprenyl transferase
I6J55_RS11460		BamA/OMP85 family outer membrane protein
I6J55_RS11465		OmpH family outer membrane protein
I6J55_RS11470		OmpH family outer membrane protein
I6J55_RS11475	murI	glutamate racemase
I6J55_RS11480		DUF2007-related protein
I6J55_RS11485	proB	glutamate 5-kinase
I6J55_RS11490		glutamate-5-semialdehyde dehydrogenase
I6J55_RS11495		L,D-transpeptidase
I6J55_RS11500		murein L,D-transpeptidase catalytic domain family protein
I6J55_RS11505		Rossmann-fold NAD(P)-binding domain-containing protein
I6J55_RS11510		rhodanese-like domain-containing protein
I6J55_RS11515		NigD1/NigD2 family lipoprotein
I6J55_RS11520		1-acyl-sn-glycerol-3-phosphate acyltransferase
I6J55_RS11525		D-alanine--D-alanine ligase
I6J55_RS11530		RluA family pseudouridine synthase
I6J55_RS11535		PASTA domain-containing protein
I6J55_RS11540	rpmH	50S ribosomal protein L34
I6J55_RS11545	efp	elongation factor P
I6J55_RS11550		glycosyltransferase
I6J55_RS11555	radC	RadC family protein
I6J55_RS11560		UDP-2,3-diacylglucosamine diphosphatase
I6J55_RS11565		metal-sulfur cluster assembly factor
I6J55_RS11570		alkaline phosphatase
I6J55_RS11575		acetate kinase
I6J55_RS11580	pta	phosphate acetyltransferase
I6J55_RS11585		hypothetical protein
I6J55_RS11590		DUF4384 domain-containing protein
I6J55_RS11595		hypothetical protein
I6J55_RS11600		CidA/LrgA family protein
I6J55_RS11605		LrgB family protein
I6J55_RS11610		DUF2156 domain-containing protein
I6J55_RS11615		GNAT family N-acetyltransferase
I6J55_RS11620		6-bladed beta-propeller
I6J55_RS11625		hypothetical protein
I6J55_RS11630		hypothetical protein
I6J55_RS11635		BF3164 family lipoprotein
I6J55_RS11640		BF3164 family lipoprotein
I6J55_RS11645		hypothetical protein
I6J55_RS11650		6-bladed beta-propeller
I6J55_RS11655		6-bladed beta-propeller
I6J55_RS11660		NVEALA domain-containing protein
I6J55_RS11665		DUF1573 domain-containing protein
I6J55_RS11670		NVEALA domain-containing protein
I6J55_RS11675		hypothetical protein
I6J55_RS11680		transposase
I6J55_RS11685		BF3164 family lipoprotein
I6J55_RS11695		NVEALA domain-containing protein
I6J55_RS11700		hypothetical protein
I6J55_RS11705		hypothetical protein
I6J55_RS11710	cdaA	diadenylate cyclase CdaA
I6J55_RS11715	folP	dihydropteroate synthase
I6J55_RS11720		ATP-binding protein
I6J55_RS11725	glsA	glutaminase A
I6J55_RS11730		glutamate decarboxylase
I6J55_RS21965		hypothetical protein
I6J55_RS11735		MFS transporter
I6J55_RS11740		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
I6J55_RS11745		VanZ family protein
I6J55_RS11750		sodium-dependent transporter
I6J55_RS11755		helix-hairpin-helix domain-containing protein
I6J55_RS11760		ABC transporter ATP-binding protein
I6J55_RS11765		tRNA threonylcarbamoyladenosine dehydratase
I6J55_RS11770		cation:proton antiporter domain-containing protein
I6J55_RS11775		aspartate-semialdehyde dehydrogenase
I6J55_RS11780		hypothetical protein
I6J55_RS11785		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS11790		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS11795		exo-beta-N-acetylmuramidase NamZ family protein
I6J55_RS11800		sodium:solute symporter
I6J55_RS11805		golvesin C-terminal-like domain-containing protein
I6J55_RS11810		outer membrane protein assembly factor BamB family protein
I6J55_RS11815		glycosyltransferase family 2 protein
I6J55_RS11820		DUF4922 domain-containing protein
I6J55_RS11825		SpoIID/LytB domain-containing protein
I6J55_RS11830		MFS transporter
I6J55_RS11835		exo-beta-N-acetylmuramidase NamZ family protein
I6J55_RS11840		FAD-binding and (Fe-S)-binding domain-containing protein
I6J55_RS11845		acyltransferase family protein
I6J55_RS11850		BadF/BadG/BcrA/BcrD ATPase family protein
I6J55_RS11855	murQ	N-acetylmuramic acid 6-phosphate etherase
I6J55_RS11860		serine hydrolase
I6J55_RS11865		Crp/Fnr family transcriptional regulator
I6J55_RS11870		alginate export family protein
I6J55_RS11875		cytochrome c biogenesis protein
I6J55_RS11880		cytochrome c biogenesis protein ResB
I6J55_RS11885	nrfA	ammonia-forming cytochrome c nitrite reductase
I6J55_RS11890	nrfH	cytochrome c nitrite reductase small subunit
I6J55_RS11895		pyridoxamine 5'-phosphate oxidase family protein
I6J55_RS11900		FKBP-type peptidyl-prolyl cis-trans isomerase
I6J55_RS11905		glycine--tRNA ligase
I6J55_RS11910		DNA gyrase/topoisomerase IV subunit A
I6J55_RS11915		DUF3316 domain-containing protein
I6J55_RS11920		S41 family peptidase
I6J55_RS11925		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS11930		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS11935		
I6J55_RS21740		hypothetical protein
I6J55_RS22060		hypothetical protein
I6J55_RS11940		hypothetical protein
I6J55_RS11945		virulence RhuM family protein
I6J55_RS11950		type II toxin-antitoxin system RelE/ParE family toxin
I6J55_RS11955		helix-turn-helix domain-containing protein
I6J55_RS11960		hypothetical protein
I6J55_RS11965		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS11970		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS11975	bglX	beta-glucosidase BglX
I6J55_RS11980		glucoamylase family protein
I6J55_RS11985		SGNH/GDSL hydrolase family protein
I6J55_RS11990		ligand-binding sensor domain-containing protein
I6J55_RS11995		hybrid sensor histidine kinase/response regulator transcription factor
I6J55_RS12000		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS12005		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS12010		heparinase II/III family protein
I6J55_RS12015		glycoside hydrolase family 88 protein
I6J55_RS12020		alkaline phosphatase
I6J55_RS12025		beta-N-acetylhexosaminidase
